"","site.id","lat","long","dataset","site.name","age_bacon","PINUSX","prairie","QUERCUS","BETULA","other_herbs","CYPERACE","ALNUSX","OSTRYCAR","ULMUS","TSUGAX","PICEAX","ACERX","FRAXINUX","POPULUS","CUPRESSA","other_trees","LARIXPSEU","FAGUS","CARYA","TILIA","ABIES","JUGLANSX"
"3667","1639",47.286,-93.600465,1639,"Little Bass Lake",11314.868650293,199,27,19,66,18,11,3,6,26,0,34,0,4,3,1,4,3,0,0,0,5,0
"3668","1639",47.286,-93.600465,1639,"Little Bass Lake",11743.0797982249,128,42,23,52,17,41,0,5,18,0,32,2,22,18,3,4,16,0,2,0,2,0
"6926","3781",45.3,-91.45,3781,"Stewart's Dark Lake",1933.75662926274,126,38,160,99,44,4,30,21,13,1,0,12,5,4,2,0,0,0,2,3,0,4
"6927","3781",45.3,-91.45,3781,"Stewart's Dark Lake",2084.26013326157,187,28,197,117,30,10,23,20,20,1,0,21,19,5,1,3,0,0,1,3,0,1
"6928","3781",45.3,-91.45,3781,"Stewart's Dark Lake",2383.04003290422,277,10,38,52,11,2,11,12,8,0,0,4,2,1,0,1,1,0,1,6,0,3
"6929","3781",45.3,-91.45,3781,"Stewart's Dark Lake",2688.64033131147,171,20,87,74,16,8,17,9,6,1,0,5,2,6,0,1,1,0,1,0,0,1
"6930","3781",45.3,-91.45,3781,"Stewart's Dark Lake",3010.97123297413,297,41,180,111,25,7,14,12,25,0,0,5,16,2,0,3,0,0,0,6,0,3
"6931","3781",45.3,-91.45,3781,"Stewart's Dark Lake",3466.0989405737,199,58,141,58,92,20,43,11,24,0,1,8,8,3,2,7,0,0,4,7,0,4
"6932","3781",45.3,-91.45,3781,"Stewart's Dark Lake",3913.95298040249,97,33,70,38,17,5,35,9,8,0,1,1,2,0,3,1,0,0,0,2,0,0
"6933","3781",45.3,-91.45,3781,"Stewart's Dark Lake",4381.62494822483,137,58,265,50,68,23,50,3,9,0,1,1,4,6,1,1,3,0,2,3,0,7
"6934","3781",45.3,-91.45,3781,"Stewart's Dark Lake",4703.45074257305,49,55,120,22,24,15,27,7,4,0,0,3,5,0,3,2,2,0,0,1,0,3
"6935","3781",45.3,-91.45,3781,"Stewart's Dark Lake",4861.33734067884,111,77,281,30,50,22,29,11,29,0,2,5,3,4,3,7,0,0,0,2,0,1
"6936","3781",45.3,-91.45,3781,"Stewart's Dark Lake",5170.25758735727,175,78,153,51,32,17,27,9,13,2,0,7,7,2,4,4,2,0,2,2,0,4
"6937","3781",45.3,-91.45,3781,"Stewart's Dark Lake",5483.42072929543,155,69,170,23,76,15,27,23,28,0,0,4,7,3,2,2,1,0,3,6,0,8
"6938","3781",45.3,-91.45,3781,"Stewart's Dark Lake",5794.76588858858,96,88,198,22,47,15,45,29,28,1,0,6,7,1,1,5,0,0,3,3,0,4
"6939","3781",45.3,-91.45,3781,"Stewart's Dark Lake",6267.35120875043,59,66,171,25,34,11,21,25,35,0,1,4,11,2,3,6,0,2,4,4,0,6
"6940","3781",45.3,-91.45,3781,"Stewart's Dark Lake",6724.72643296056,81,58,191,11,43,12,20,26,54,0,0,5,6,3,1,7,0,0,7,5,0,7
"6941","3781",45.3,-91.45,3781,"Stewart's Dark Lake",7034.78819675733,67,65,158,33,61,13,25,67,61,1,2,5,10,7,3,6,0,0,8,17,0,4
"6942","3781",45.3,-91.45,3781,"Stewart's Dark Lake",7187.95937918985,59,52,71,42,31,11,10,63,44,0,0,5,8,3,3,4,0,0,1,9,0,3
"6943","3781",45.3,-91.45,3781,"Stewart's Dark Lake",7496.32831175967,111,59,86,61,45,12,36,78,54,0,0,6,15,3,2,7,0,0,3,7,0,3
"6944","3781",45.3,-91.45,3781,"Stewart's Dark Lake",7800.53704608532,84,64,124,26,39,16,24,45,55,0,1,9,15,0,4,3,0,0,8,5,0,4
"6945","3781",45.3,-91.45,3781,"Stewart's Dark Lake",7944.62563519014,220,62,101,24,58,17,39,12,35,0,1,4,4,0,1,4,0,0,7,0,0,0
"6946","3781",45.3,-91.45,3781,"Stewart's Dark Lake",8081.5043997057,189,72,77,30,54,10,42,16,50,0,1,6,6,0,1,8,0,0,1,2,0,2
"6947","3781",45.3,-91.45,3781,"Stewart's Dark Lake",8341.44212730185,82,37,172,20,26,10,15,10,28,0,1,4,3,1,0,4,0,0,2,0,0,0
"6948","3781",45.3,-91.45,3781,"Stewart's Dark Lake",8676.58073453193,77,99,127,16,51,9,8,26,37,0,0,4,5,0,0,5,1,0,2,2,0,1
"6949","3781",45.3,-91.45,3781,"Stewart's Dark Lake",8986.53114127697,189,105,72,52,54,14,47,19,48,0,2,7,7,6,0,19,0,0,2,2,0,0
"6950","3781",45.3,-91.45,3781,"Stewart's Dark Lake",9300.06911072709,167,62,109,42,48,17,52,39,48,0,0,5,22,3,2,1,0,0,4,0,0,4
"6951","3781",45.3,-91.45,3781,"Stewart's Dark Lake",9740.87177580871,157,104,110,54,73,16,88,38,57,0,3,5,19,5,7,9,0,0,6,3,0,1
"6952","3781",45.3,-91.45,3781,"Stewart's Dark Lake",9943.9115161815,158,72,44,15,30,12,20,9,40,0,1,1,7,0,3,4,0,0,7,0,0,0
"6953","3781",45.3,-91.45,3781,"Stewart's Dark Lake",10145.5040137384,203,85,55,22,65,10,17,22,44,0,1,2,14,3,2,3,0,0,4,0,0,0
"6954","3781",45.3,-91.45,3781,"Stewart's Dark Lake",10344.5847525452,156,43,76,30,67,6,38,20,80,0,3,8,9,11,0,12,2,0,4,2,0,3
"6955","3781",45.3,-91.45,3781,"Stewart's Dark Lake",10450.7791018096,149,56,108,92,63,15,86,31,89,0,5,5,39,3,2,2,0,0,12,2,0,2
"6956","3781",45.3,-91.45,3781,"Stewart's Dark Lake",10763.1237913738,78,14,38,64,31,1,43,8,39,0,4,2,7,1,0,4,0,0,5,1,0,1
"3795","1735",43.1,-89.416667,1735,"Lake Mendota",558.808930520523,34,31,159,11,9,13,2,1,9,3,1,8,3,0,1,1,0,5,9,4,0,1
"3796","1735",43.1,-89.416667,1735,"Lake Mendota",921.20484377192,32,36,138,12,13,6,3,3,6,1,0,2,1,0,3,4,0,5,5,0,0,1
"3797","1735",43.1,-89.416667,1735,"Lake Mendota",1962.24571430041,15,23,122,11,9,4,6,3,5,0,1,1,2,0,0,2,0,2,1,1,2,0
"3798","1735",43.1,-89.416667,1735,"Lake Mendota",2241.60042388997,27,47,158,12,9,5,3,2,8,0,1,3,4,0,1,9,0,2,5,0,0,1
"3799","1735",43.1,-89.416667,1735,"Lake Mendota",2350.99676622796,34,57,239,15,21,3,4,5,11,2,0,2,6,0,1,6,1,0,5,1,0,3
"3800","1735",43.1,-89.416667,1735,"Lake Mendota",2460.18560157152,28,92,159,14,40,3,2,3,8,0,2,3,10,1,1,8,0,1,5,2,1,1
"3801","1735",43.1,-89.416667,1735,"Lake Mendota",2680.41948450892,34,88,159,14,33,3,7,3,14,1,1,4,2,2,1,6,0,2,7,1,0,2
"3802","1735",43.1,-89.416667,1735,"Lake Mendota",3117.12070201068,19,57,155,7,8,4,6,6,8,0,0,3,5,0,2,9,0,1,11,2,1,9
"3803","1735",43.1,-89.416667,1735,"Lake Mendota",3537.37464671668,26,45,150,2,32,1,5,15,8,0,1,5,4,0,0,3,0,3,12,0,0,1
"3804","1735",43.1,-89.416667,1735,"Lake Mendota",3967.41170845992,38,88,124,4,50,10,5,8,13,0,2,6,5,1,2,5,0,1,6,0,0,3
"3805","1735",43.1,-89.416667,1735,"Lake Mendota",4414.89089483002,44,50,145,4,25,4,2,3,16,0,2,2,4,0,1,6,0,0,1,1,0,2
"3806","1735",43.1,-89.416667,1735,"Lake Mendota",4853.45871697139,42,50,200,2,18,4,4,4,16,1,0,2,4,0,4,6,0,0,2,1,0,4
"3807","1735",43.1,-89.416667,1735,"Lake Mendota",86.3202404737205,3,58,22,0,16,1,2,0,2,0,1,0,2,2,1,1,0,0,0,0,0,0
"3808","1735",43.1,-89.416667,1735,"Lake Mendota",5286.98156193743,41,75,130,7,45,8,1,8,12,0,2,3,3,0,2,6,0,5,0,4,1,1
"3809","1735",43.1,-89.416667,1735,"Lake Mendota",5473.84926320814,48,66,133,2,16,5,2,5,33,0,3,1,5,0,2,1,0,1,6,3,0,2
"3810","1735",43.1,-89.416667,1735,"Lake Mendota",5818.30463936813,78,56,135,5,23,1,3,24,34,0,3,12,0,3,2,14,0,3,9,5,0,4
"3811","1735",43.1,-89.416667,1735,"Lake Mendota",105.009005686185,26,47,187,9,37,2,3,7,13,2,1,1,5,0,0,7,0,2,8,1,0,1
"3812","1735",43.1,-89.416667,1735,"Lake Mendota",5988.27062543441,44,60,149,2,22,10,2,13,55,0,4,23,7,0,2,2,1,0,1,1,0,1
"3813","1735",43.1,-89.416667,1735,"Lake Mendota",6352.8230683961,57,42,156,2,24,3,2,10,30,0,2,10,7,0,0,7,0,2,6,2,0,4
"3814","1735",43.1,-89.416667,1735,"Lake Mendota",6698.64966402375,32,48,122,0,30,4,1,12,47,0,2,13,3,0,3,8,0,0,12,3,0,3
"3815","1735",43.1,-89.416667,1735,"Lake Mendota",113.422066182734,31,30,215,10,14,2,5,5,15,3,2,2,5,3,0,1,0,8,5,0,0,0
"3816","1735",43.1,-89.416667,1735,"Lake Mendota",7038.37795364369,42,78,222,6,62,8,1,28,46,0,1,9,9,1,2,13,1,2,25,11,0,2
"3817","1735",43.1,-89.416667,1735,"Lake Mendota",7555.04967153325,77,73,101,1,21,5,0,7,32,1,4,6,2,0,2,6,0,0,5,4,3,4
"3818","1735",43.1,-89.416667,1735,"Lake Mendota",7901.62286836133,85,62,101,5,50,19,0,14,45,0,8,9,2,3,0,7,1,0,8,3,1,3
"3819","1735",43.1,-89.416667,1735,"Lake Mendota",8250.29764183921,91,53,98,6,62,6,3,19,52,0,9,6,6,1,1,6,0,0,7,4,1,3
"3820","1735",43.1,-89.416667,1735,"Lake Mendota",8610.90973274696,146,73,95,18,37,22,5,18,32,0,17,2,7,1,2,9,0,0,7,4,3,0
"3821","1735",43.1,-89.416667,1735,"Lake Mendota",208.116510302043,33,48,177,11,25,1,5,4,6,4,1,0,3,0,2,4,0,1,8,1,0,1
"3822","1735",43.1,-89.416667,1735,"Lake Mendota",9348.55427320721,75,26,58,8,37,3,2,9,33,0,10,3,11,0,2,4,1,1,2,3,5,2
"3823","1735",43.1,-89.416667,1735,"Lake Mendota",10116.8430529505,62,23,52,10,16,3,3,7,35,0,24,13,12,0,0,3,0,0,2,5,5,2
"3824","1735",43.1,-89.416667,1735,"Lake Mendota",10860.6310779562,60,36,77,9,20,1,2,20,38,0,37,15,20,1,1,2,1,0,6,4,4,1
"3825","1735",43.1,-89.416667,1735,"Lake Mendota",11579.2069993622,48,21,53,6,20,2,0,15,35,0,17,8,9,0,0,2,1,1,6,3,3,1
"3826","1735",43.1,-89.416667,1735,"Lake Mendota",12314.0013733572,35,17,56,8,20,1,1,18,44,0,23,8,8,0,1,4,1,0,5,5,3,4
"6573","3488",43.1,-89.416667,3488,"Lake Mendota",8437.15593204066,40,46,140,3,24,2,0,14,26,0,2,3,1,1,0,2,0,1,22,1,0,0
"6574","3488",43.1,-89.416667,3488,"Lake Mendota",8744.60201653372,35,46,101,6,29,7,2,8,31,0,4,5,1,0,2,3,0,1,5,7,1,2
"6575","3488",43.1,-89.416667,3488,"Lake Mendota",755.789107660767,17,59,87,4,22,2,1,1,11,0,0,3,3,4,2,5,0,1,4,0,0,5
"6576","3488",43.1,-89.416667,3488,"Lake Mendota",9047.10859816465,59,44,107,3,27,3,1,5,27,0,3,5,3,1,1,4,1,0,10,2,1,4
"6577","3488",43.1,-89.416667,3488,"Lake Mendota",9210.58954415569,59,41,71,2,43,5,0,3,26,0,5,3,0,1,1,1,0,1,7,5,1,1
"6578","3488",43.1,-89.416667,3488,"Lake Mendota",9478.41012427288,130,57,69,6,21,10,2,15,27,0,9,8,8,0,3,5,0,0,9,1,3,1
"6579","3488",43.1,-89.416667,3488,"Lake Mendota",10932.8046250213,73,39,112,6,28,4,2,15,44,0,9,10,7,0,1,3,2,1,9,4,4,0
"6580","3488",43.1,-89.416667,3488,"Lake Mendota",11670.9223763551,101,29,48,20,29,4,1,7,47,0,18,4,20,0,2,3,1,1,5,4,12,1
"6581","3488",43.1,-89.416667,3488,"Lake Mendota",1357.86032729674,38,29,149,9,23,4,1,3,2,4,0,1,1,2,0,2,0,0,7,2,0,0
"6588","3488",43.1,-89.416667,3488,"Lake Mendota",2060.12051980597,39,31,146,20,33,4,8,7,8,2,0,9,4,1,2,3,0,3,11,1,0,1
"6594","3488",43.1,-89.416667,3488,"Lake Mendota",3497.54790315372,37,36,147,10,22,1,4,3,12,1,1,1,5,3,0,11,0,6,3,2,0,1
"6595","3488",43.1,-89.416667,3488,"Lake Mendota",6882.41484730861,45,41,114,3,26,6,0,8,18,1,2,11,3,0,0,1,0,2,4,5,2,2
"6596","3488",43.1,-89.416667,3488,"Lake Mendota",8135.10177212235,42,45,83,2,23,2,2,10,36,0,4,10,1,0,0,4,0,1,7,3,1,0
"4108","1757",47.244755,-95.007715,1757,"Lake Minnie",174.329877582433,225,17,38,28,6,3,17,9,4,0,2,1,1,1,0,1,7,0,0,0,0,0
"4109","1757",47.244755,-95.007715,1757,"Lake Minnie",205.387593032751,65,108,73,43,7,9,25,3,3,0,2,0,3,3,1,5,1,0,1,0,0,2
"41101","1757",47.244755,-95.007715,1757,"Lake Minnie",220.91645075791,49,152,49,25,12,9,29,6,3,0,1,0,4,0,2,7,1,0,0,0,0,1
"4111","1757",47.244755,-95.007715,1757,"Lake Minnie",236.445308483069,38,143,51,33,7,10,29,4,7,0,1,1,4,1,0,7,1,0,0,1,0,1
"4112","1757",47.244755,-95.007715,1757,"Lake Minnie",251.974166208228,57,139,53,28,10,6,27,2,2,0,2,0,4,0,2,2,0,0,0,1,0,2
"4113","1757",47.244755,-95.007715,1757,"Lake Minnie",267.503023933387,62,151,63,27,13,16,20,11,6,0,3,0,5,1,0,4,0,0,0,0,0,1
"4114","1757",47.244755,-95.007715,1757,"Lake Minnie",283.031881658546,65,132,69,33,13,8,7,6,6,0,3,1,4,1,1,2,0,0,1,1,0,0
"4115","1757",47.244755,-95.007715,1757,"Lake Minnie",298.560739383705,42,157,57,20,13,12,17,10,1,0,1,0,4,0,1,5,0,0,0,1,0,0
"4116","1757",47.244755,-95.007715,1757,"Lake Minnie",314.089597108864,60,172,42,18,16,17,22,3,4,1,2,0,3,0,0,6,2,0,0,0,0,0
"4117","1757",47.244755,-95.007715,1757,"Lake Minnie",42.5615711212877,167,29,14,17,7,9,10,7,0,0,9,0,2,3,0,0,5,0,2,0,0,0
"4118","1757",47.244755,-95.007715,1757,"Lake Minnie",61.8591511763836,224,22,8,24,6,1,13,3,0,0,6,1,3,0,0,0,3,0,0,0,2,0
"4119","1757",47.244755,-95.007715,1757,"Lake Minnie",81.1567312314795,275,7,7,17,1,0,7,0,1,1,5,0,1,0,0,0,3,0,0,0,2,0
"4120","1757",47.244755,-95.007715,1757,"Lake Minnie",112.214446681797,242,17,13,14,4,5,9,6,4,0,2,1,1,1,0,1,4,0,0,0,0,0
"4121","1757",47.244755,-95.007715,1757,"Lake Minnie",127.743304406956,259,18,14,14,5,3,9,5,1,1,3,0,0,1,1,0,2,0,0,0,0,1
"4122","1757",47.244755,-95.007715,1757,"Lake Minnie",143.272162132115,268,17,9,13,1,1,8,10,3,0,3,0,0,0,0,0,0,0,0,0,0,0
"4123","1757",47.244755,-95.007715,1757,"Lake Minnie",158.801019857274,252,30,31,27,5,4,20,10,1,0,2,0,2,0,0,0,3,0,1,0,0,0
"6598","3492",47.244755,-95.007715,3492,"Lake Minnie",385.414125090108,235,17,10,27,9,1,16,4,3,0,8,2,4,2,2,3,1,0,0,1,3,0
"6599","3492",47.244755,-95.007715,3492,"Lake Minnie",612.632070039718,271,25,9,15,5,4,12,1,3,0,7,1,2,1,1,2,2,0,0,0,1,0
"6600","3492",47.244755,-95.007715,3492,"Lake Minnie",844.19822149978,292,27,14,24,10,4,14,3,0,0,2,2,0,2,1,0,3,0,0,0,0,0
"6601","3492",47.244755,-95.007715,3492,"Lake Minnie",1072.94520102491,271,24,7,16,11,6,8,3,3,0,7,1,28,2,1,2,2,0,0,0,2,0
"6602","3492",47.244755,-95.007715,3492,"Lake Minnie",1301.65520256036,236,22,17,22,8,5,9,2,1,0,9,0,1,2,1,0,6,0,0,1,3,1
"6604","3492",47.244755,-95.007715,3492,"Lake Minnie",1528.66727385464,277,18,9,33,5,1,12,6,0,0,5,0,0,2,1,2,3,0,0,0,0,0
"6605","3492",47.244755,-95.007715,3492,"Lake Minnie",1759.39518052889,298,25,14,25,10,4,18,6,3,0,0,2,4,0,2,4,8,0,0,0,0,0
"6606","3492",47.244755,-95.007715,3492,"Lake Minnie",1989.91212910851,228,27,7,23,5,4,10,3,1,1,4,0,2,1,1,0,4,0,0,0,1,0
"6607","3492",47.244755,-95.007715,3492,"Lake Minnie",2218.56064049746,227,17,19,29,5,8,14,4,4,0,4,2,0,5,2,0,2,0,0,1,0,0
"6608","3492",47.244755,-95.007715,3492,"Lake Minnie",2444.51443897832,274,19,24,33,8,4,10,14,1,0,4,1,4,1,5,2,2,0,0,0,0,0
"6609","3492",47.244755,-95.007715,3492,"Lake Minnie",45.6814510234573,198,52,11,25,16,4,18,1,0,0,4,1,4,1,0,3,4,0,0,0,1,0
"6610","3492",47.244755,-95.007715,3492,"Lake Minnie",2677.71057505709,251,24,23,26,10,11,7,2,6,0,3,2,8,1,4,1,3,0,0,0,1,0
"6611","3492",47.244755,-95.007715,3492,"Lake Minnie",2907.20319345651,214,30,26,33,10,4,8,10,3,0,4,3,8,5,4,1,4,0,0,0,2,0
"6612","3492",47.244755,-95.007715,3492,"Lake Minnie",3138.92293159559,215,15,21,31,5,3,8,13,5,0,2,0,0,1,3,1,3,0,0,0,0,0
"6613","3492",47.244755,-95.007715,3492,"Lake Minnie",3372.27615645662,228,25,20,16,11,4,8,19,3,0,0,1,2,0,0,0,1,0,0,0,2,0
"6614","3492",47.244755,-95.007715,3492,"Lake Minnie",3605.70051137177,181,33,34,31,7,5,13,9,5,0,1,0,4,5,2,1,3,0,0,1,0,0
"6615","3492",47.244755,-95.007715,3492,"Lake Minnie",61.7781506258927,267,34,8,24,7,3,10,2,4,0,6,4,6,2,3,0,4,0,0,0,1,0
"6616","3492",47.244755,-95.007715,3492,"Lake Minnie",3838.50982324428,185,48,50,48,7,6,23,10,4,0,4,0,12,4,1,3,4,0,0,1,0,0
"6617","3492",47.244755,-95.007715,3492,"Lake Minnie",3971.48137853905,65,61,61,55,19,8,28,21,7,0,1,2,0,1,1,4,3,0,0,0,0,0
"6618","3492",47.244755,-95.007715,3492,"Lake Minnie",4121.54636126245,73,66,70,64,12,12,23,26,7,1,2,0,8,3,1,4,3,0,0,1,1,0
"6619","3492",47.244755,-95.007715,3492,"Lake Minnie",4282.61578617497,42,53,85,55,6,5,27,19,7,0,0,0,2,0,0,7,0,0,0,0,0,0
"6620","3492",47.244755,-95.007715,3492,"Lake Minnie",4447.52130516384,48,65,88,89,10,9,24,15,6,0,3,1,12,8,2,2,1,0,0,1,0,0
"6621","3492",47.244755,-95.007715,3492,"Lake Minnie",4616.26291822905,42,110,81,40,23,12,36,9,7,0,0,0,6,2,1,5,1,0,0,1,0,0
"6622","3492",47.244755,-95.007715,3492,"Lake Minnie",4777.82821735885,45,93,114,39,26,7,33,11,2,0,3,3,9,0,2,3,0,0,0,0,0,0
"6623","3492",47.244755,-95.007715,3492,"Lake Minnie",4940.942100966,46,99,85,27,15,8,23,4,4,0,1,2,6,3,0,5,1,1,0,0,0,1
"6624","3492",47.244755,-95.007715,3492,"Lake Minnie",5105.60456905052,55,105,83,30,21,8,27,5,5,0,0,0,2,2,0,6,0,0,0,0,2,1
"6625","3492",47.244755,-95.007715,3492,"Lake Minnie",5272.37110730997,41,127,70,24,10,8,29,8,8,0,1,0,12,0,1,8,1,0,2,0,0,0
"6626","3492",47.244755,-95.007715,3492,"Lake Minnie",77.6328456917846,238,27,13,23,11,0,17,1,2,0,2,0,2,0,0,0,3,0,1,0,0,0
"6627","3492",47.244755,-95.007715,3492,"Lake Minnie",5436.37533944185,71,64,85,50,15,10,33,15,5,0,3,0,12,5,2,4,5,0,0,0,2,1
"6628","3492",47.244755,-95.007715,3492,"Lake Minnie",5762.43886914799,51,144,56,24,10,8,21,8,3,0,2,1,10,1,2,5,1,0,0,1,0,0
"6629","3492",47.244755,-95.007715,3492,"Lake Minnie",6084.79162721405,46,214,39,15,15,16,27,7,7,0,2,1,8,1,3,2,0,0,1,1,1,0
"6630","3492",47.244755,-95.007715,3492,"Lake Minnie",6405.32668321779,73,173,50,15,18,11,19,8,8,0,0,0,12,0,2,5,0,0,0,2,1,0
"6631","3492",47.244755,-95.007715,3492,"Lake Minnie",6727.52791300656,39,196,73,12,19,9,6,9,2,0,2,0,10,0,0,4,0,0,0,0,0,0
"6632","3492",47.244755,-95.007715,3492,"Lake Minnie",93.2455362211329,228,22,7,23,7,4,7,3,1,0,1,2,1,3,0,0,2,0,0,0,2,0
"6633","3492",47.244755,-95.007715,3492,"Lake Minnie",7046.61625637894,40,220,50,6,17,9,10,3,2,0,1,1,8,0,0,0,0,0,0,0,0,0
"6634","3492",47.244755,-95.007715,3492,"Lake Minnie",7374.67501838317,49,221,51,5,18,15,11,5,6,0,0,0,8,0,2,3,0,0,1,0,0,1
"6635","3492",47.244755,-95.007715,3492,"Lake Minnie",7704.37561991773,45,209,50,10,13,16,12,6,5,0,3,0,12,1,1,3,0,0,0,0,0,0
"6636","3492",47.244755,-95.007715,3492,"Lake Minnie",8033.42983354199,54,179,72,14,19,8,6,5,6,0,4,1,6,1,2,5,0,0,0,0,0,0
"6637","3492",47.244755,-95.007715,3492,"Lake Minnie",8198.64001950529,28,179,88,11,19,10,2,3,6,0,0,0,12,0,0,2,0,0,0,0,0,0
"6638","3492",47.244755,-95.007715,3492,"Lake Minnie",8361.75830388961,25,187,88,6,24,17,8,5,7,0,1,1,6,2,5,4,0,0,0,0,0,1
"6639","3492",47.244755,-95.007715,3492,"Lake Minnie",8522.78468669498,42,189,63,7,14,8,5,4,11,0,0,0,10,0,5,4,0,0,0,0,0,0
"6640","3492",47.244755,-95.007715,3492,"Lake Minnie",8687.38951793489,47,234,45,7,23,19,4,2,5,0,1,0,4,0,7,3,0,0,0,0,0,0
"6641","3492",47.244755,-95.007715,3492,"Lake Minnie",8852.99105385118,85,171,23,5,16,11,4,1,14,0,9,0,2,0,1,3,0,0,0,0,0,1
"6642","3492",47.244755,-95.007715,3492,"Lake Minnie",9019.58929444384,150,138,18,14,18,18,11,2,5,0,6,0,10,0,4,7,1,0,0,0,0,1
"6643","3492",47.244755,-95.007715,3492,"Lake Minnie",9186.1875350365,187,96,11,9,26,10,10,5,8,0,4,0,0,1,17,1,0,0,0,0,0,0
"6644","3492",47.244755,-95.007715,3492,"Lake Minnie",9352.78577562916,222,102,8,12,21,14,5,7,7,0,5,0,6,2,5,5,1,0,2,0,1,2
"6645","3492",47.244755,-95.007715,3492,"Lake Minnie",9685.98225681447,236,49,10,5,12,6,2,4,9,0,1,0,2,0,3,3,1,0,0,0,0,0
"6646","3492",47.244755,-95.007715,3492,"Lake Minnie",10019.1787379998,224,22,6,27,15,9,3,2,16,0,6,0,2,0,0,2,2,0,1,0,0,0
"6647","3492",47.244755,-95.007715,3492,"Lake Minnie",10185.7769785925,227,13,8,27,17,3,0,3,15,0,9,0,2,2,1,1,2,0,1,0,0,0
"6648","3492",47.244755,-95.007715,3492,"Lake Minnie",152.573635056478,263,17,14,19,12,0,5,7,2,0,10,1,4,1,0,0,4,0,0,0,2,0
"6649","3492",47.244755,-95.007715,3492,"Lake Minnie",10352.3752191851,236,21,10,20,15,4,2,2,18,0,12,2,12,5,1,1,1,0,0,0,0,3
"6650","3492",47.244755,-95.007715,3492,"Lake Minnie",10518.9734597778,201,23,7,16,12,4,0,4,4,0,27,0,14,5,8,0,2,0,0,0,0,1
"6651","3492",47.244755,-95.007715,3492,"Lake Minnie",10685.5717003704,38,62,12,21,12,7,1,3,8,0,144,0,20,3,7,5,9,0,0,0,0,0
"6652","3492",47.244755,-95.007715,3492,"Lake Minnie",10852.1699409631,4,68,7,28,6,22,7,4,10,0,149,1,18,6,8,14,8,0,0,0,0,0
"6653","3492",47.244755,-95.007715,3492,"Lake Minnie",11018.7681815557,12,50,6,11,8,14,4,0,2,0,200,1,2,1,6,12,7,0,0,0,0,0
"6654","3492",47.244755,-95.007715,3492,"Lake Minnie",11185.3664221484,10,74,8,16,11,20,3,1,4,0,170,0,6,11,6,5,5,0,0,0,0,0
"6655","3492",47.244755,-95.007715,3492,"Lake Minnie",11351.9646627411,11,88,2,4,9,6,2,3,6,0,218,0,4,0,1,1,3,0,0,0,0,0
"6656","3492",47.244755,-95.007715,3492,"Lake Minnie",11518.5629033337,4,68,9,9,14,9,1,9,4,0,194,0,12,5,4,3,0,0,0,0,0,0
"6657","3492",47.244755,-95.007715,3492,"Lake Minnie",11685.1611439264,10,32,2,0,13,5,0,1,1,0,313,0,0,0,0,0,0,0,0,0,0,0
"6658","3492",47.244755,-95.007715,3492,"Lake Minnie",11801.7799123412,19,44,4,6,42,48,0,5,1,0,163,0,6,0,0,14,2,0,0,0,0,0
"6659","3492",47.244755,-95.007715,3492,"Lake Minnie",12018.3576251117,8,44,3,8,57,40,2,4,5,0,213,0,8,4,5,3,1,0,0,0,1,0
"4169","1786",47.982605,-93.3853,1786,"Myrtle Lake",36.7440692172825,475,63,17,118,52,7,43,1,7,0,89,2,4,0,9,1,25,0,0,0,15,0
"4170","1786",47.982605,-93.3853,1786,"Myrtle Lake",68.9822704714468,449,48,32,148,45,8,34,1,5,1,76,2,4,2,15,1,37,0,1,0,14,1
"41711","1786",47.982605,-93.3853,1786,"Myrtle Lake",92.1399594541872,389,34,29,102,20,2,31,5,5,0,50,0,4,2,4,1,24,0,0,0,10,0
"4172","1786",47.982605,-93.3853,1786,"Myrtle Lake",254.15810015595,502,48,28,161,36,8,59,6,14,4,74,1,4,2,7,2,43,0,2,0,10,0
"4173","1786",47.982605,-93.3853,1786,"Myrtle Lake",413.859453647875,353,36,26,119,40,6,27,5,6,0,64,1,1,0,11,1,28,0,0,0,5,0
"4174","1786",47.982605,-93.3853,1786,"Myrtle Lake",527.26990979644,447,13,11,81,53,6,28,1,5,0,60,0,2,0,2,3,30,0,0,1,10,0
"4175","1786",47.982605,-93.3853,1786,"Myrtle Lake",583.702769355597,538,48,27,132,67,5,52,4,9,0,64,1,9,6,2,7,43,0,0,0,13,0
"4176","1786",47.982605,-93.3853,1786,"Myrtle Lake",696.568488473912,488,24,13,65,37,3,21,3,2,3,62,0,1,1,5,0,41,0,0,0,7,0
"4177","1786",47.982605,-93.3853,1786,"Myrtle Lake",913.827696541798,198,15,3,45,16,5,18,1,1,0,24,0,2,3,1,1,17,0,0,0,7,1
"4178","1786",47.982605,-93.3853,1786,"Myrtle Lake",1143.10199487798,364,33,22,144,40,4,45,4,3,0,29,0,3,0,4,4,29,0,0,0,4,0
"4179","1786",47.982605,-93.3853,1786,"Myrtle Lake",1371.91129026292,493,41,35,138,47,6,43,6,9,0,38,1,6,2,7,4,43,1,0,0,8,1
"4180","1786",47.982605,-93.3853,1786,"Myrtle Lake",1654.6323700751,529,37,27,163,29,6,59,6,7,0,27,2,7,6,7,1,35,0,0,0,6,0
"41811","1786",47.982605,-93.3853,1786,"Myrtle Lake",1816.96199436703,552,50,36,229,25,9,53,7,14,0,49,0,7,4,13,8,36,0,0,0,30,1
