"","site.id","lat","long","dataset","site.name","age_bacon","PINUSX","prairie","QUERCUS","BETULA","other_herbs","CYPERACE","ALNUSX","OSTRYCAR","ULMUS","TSUGAX","PICEAX","ACERX","FRAXINUX","POPULUS","CUPRESSA","other_trees","LARIXPSEU","FAGUS","CARYA","TILIA","ABIES","JUGLANSX"
"3965","17396",46.973155,-94.68138,17396,"Steel Lake",8919.36171793202,301,258,27,56,38,10,40,25,26,0,9,1,8,8,13,27,13,0,2,1,3,3
"3966","17396",46.973155,-94.68138,17396,"Steel Lake",8989.26721874535,178,165,27,70,17,8,41,6,51,0,9,3,11,9,12,7,4,0,3,0,2,0
"3967","17396",46.973155,-94.68138,17396,"Steel Lake",9016.35522124614,204,156,15,52,20,12,6,3,3,0,2,1,4,5,2,3,0,0,0,1,0,1
"3968","17396",46.973155,-94.68138,17396,"Steel Lake",9124.70723124929,371,129,7,60,45,18,48,20,18,1,11,2,5,3,20,7,6,0,0,1,8,3
"3969","17396",46.973155,-94.68138,17396,"Steel Lake",9138.25123249968,360,102,28,69,23,21,21,4,31,0,12,1,2,3,1,4,6,0,2,0,1,0
"3970","17396",46.973155,-94.68138,17396,"Steel Lake",9151.79523375008,335,63,15,48,14,13,29,8,8,0,3,0,1,0,3,5,1,0,0,0,4,0
"3971","17396",46.973155,-94.68138,17396,"Steel Lake",9178.88323625086,342,118,13,62,15,2,19,23,18,0,1,0,2,1,4,6,5,0,2,0,5,7
"3972","17396",46.973155,-94.68138,17396,"Steel Lake",9205.84095414311,308,82,7,28,18,27,20,5,10,0,6,1,6,3,3,9,4,0,2,0,7,0
"3973","17396",46.973155,-94.68138,17396,"Steel Lake",9219.25467078495,483,126,30,56,17,15,37,17,29,0,11,6,7,3,11,12,7,0,4,0,8,2
"3974","17396",46.973155,-94.68138,17396,"Steel Lake",9246.08210406865,254,140,12,33,33,27,28,3,27,1,14,1,5,4,0,2,15,0,0,1,9,1
"3975","17396",46.973155,-94.68138,17396,"Steel Lake",9259.4958207105,474,134,10,26,41,24,36,14,33,0,5,1,8,1,5,5,18,0,1,0,5,2
"3976","17396",46.973155,-94.68138,17396,"Steel Lake",9286.3232539942,187,52,9,30,16,12,20,7,14,0,5,0,2,2,2,7,2,0,0,0,6,0
"3977","17396",46.973155,-94.68138,17396,"Steel Lake",9313.15068727789,668,115,33,68,31,27,39,22,39,0,16,0,7,7,7,16,7,0,5,0,7,5
"3978","17396",46.973155,-94.68138,17396,"Steel Lake",9326.56440391974,357,102,16,58,26,6,31,10,19,0,15,3,7,1,5,2,3,0,0,0,23,2
"3979","17396",46.973155,-94.68138,17396,"Steel Lake",9366.80555384529,527,92,32,115,26,20,30,11,32,0,6,7,5,5,3,4,1,0,1,0,2,0
"3980","17396",46.973155,-94.68138,17396,"Steel Lake",9393.63298712899,577,89,35,265,22,14,27,19,47,0,12,5,3,5,4,8,1,0,3,0,1,0
"3981","17396",46.973155,-94.68138,17396,"Steel Lake",9435.02275043866,966,72,36,64,30,18,24,1,32,0,16,1,3,2,4,4,3,0,4,0,3,1
"3982","17396",46.973155,-94.68138,17396,"Steel Lake",9448.81933820855,507,58,24,56,17,3,11,11,60,0,7,2,5,2,0,7,2,0,8,1,1,2
"3983","17396",46.973155,-94.68138,17396,"Steel Lake",9462.61592597844,389,59,28,102,16,4,23,10,66,0,5,1,7,6,1,3,0,0,2,1,0,2
"3984","17396",46.973155,-94.68138,17396,"Steel Lake",9504.00568928811,887,97,33,228,44,23,52,29,77,0,16,3,2,8,5,5,6,0,4,0,6,4
"3985","17396",46.973155,-94.68138,17396,"Steel Lake",9531.59886482789,744,75,23,39,20,4,31,15,33,0,20,0,2,1,1,2,2,0,5,0,7,1
"3986","17396",46.973155,-94.68138,17396,"Steel Lake",9600.58180367735,629,75,25,113,15,12,18,16,38,0,17,1,8,0,0,5,4,0,2,0,0,0
"3987","17396",46.973155,-94.68138,17396,"Steel Lake",9668.85374742977,741,70,29,129,23,33,19,15,100,0,36,2,5,4,3,8,8,0,3,0,5,4
"3988","17396",46.973155,-94.68138,17396,"Steel Lake",9764.43446868317,574,53,15,58,17,6,8,9,60,0,18,3,9,0,2,3,5,0,5,0,3,1
"3989","17396",46.973155,-94.68138,17396,"Steel Lake",468.834486753212,240,24,21,41,11,10,23,15,3,0,4,4,4,2,2,1,9,0,0,2,4,0
"3990","17396",46.973155,-94.68138,17396,"Steel Lake",9830.68965723668,467,22,24,84,22,9,5,12,29,0,33,2,1,0,2,3,3,0,0,1,3,1
"3991","17396",46.973155,-94.68138,17396,"Steel Lake",9893.91971299183,537,70,41,150,50,17,9,20,91,2,34,4,11,5,10,7,7,0,4,0,3,2
"3992","17396",46.973155,-94.68138,17396,"Steel Lake",9995.08780220008,671,79,34,263,22,12,8,9,59,0,62,0,18,9,3,6,9,0,10,0,3,2
"3993","17396",46.973155,-94.68138,17396,"Steel Lake",10336.1192998001,898,50,45,220,24,26,6,14,50,0,85,3,22,2,4,0,14,0,3,0,4,2
"3994","17396",46.973155,-94.68138,17396,"Steel Lake",10549.2639858001,518,34,14,103,28,4,2,9,36,0,126,3,13,1,4,6,5,0,3,0,0,1
"3997","17404",46.144685,-86.48299,17404,"Lorraine Lake",10623.8379651072,300,30,48,10,12,8,0,10,22,0,100,3,14,4,27,1,9,0,3,0,0,2
"3998","17404",46.144685,-86.48299,17404,"Lorraine Lake",11149.314064211,185,31,59,16,27,13,3,6,10,0,136,2,3,0,7,3,1,0,2,0,0,2
"3999","17404",46.144685,-86.48299,17404,"Lorraine Lake",121.472958409309,267,17,15,119,4,1,5,6,7,86,16,13,1,0,21,4,0,20,0,0,0,0
"4000","17404",46.144685,-86.48299,17404,"Lorraine Lake",150.483027243506,198,2,7,99,5,2,9,4,3,76,12,10,1,0,26,1,2,15,0,1,4,0
"4001","17404",46.144685,-86.48299,17404,"Lorraine Lake",343.106824336396,195,13,23,72,8,0,6,4,2,102,6,7,3,3,12,2,3,21,1,0,13,0
"4002","17404",46.144685,-86.48299,17404,"Lorraine Lake",541.884644047496,195,15,13,65,6,1,10,6,2,88,12,6,1,1,17,0,1,22,0,0,2,0
"4003","17404",46.144685,-86.48299,17404,"Lorraine Lake",795.168848291421,166,7,6,67,5,1,7,2,6,99,7,6,5,0,12,0,2,13,0,0,1,0
"4005","17404",46.144685,-86.48299,17404,"Lorraine Lake",997.784834131286,191,14,22,110,3,3,5,2,4,162,15,22,4,0,26,1,3,22,0,0,2,1
"4006","17404",46.144685,-86.48299,17404,"Lorraine Lake",1204.87401147269,157,8,16,66,5,1,9,2,5,85,3,11,4,1,27,1,3,7,0,0,1,0
"4007","17404",46.144685,-86.48299,17404,"Lorraine Lake",1406.76676766761,148,4,14,66,3,1,6,3,3,109,12,7,3,0,16,3,5,14,0,0,3,0
"4008","17404",46.144685,-86.48299,17404,"Lorraine Lake",1606.3502317751,145,9,16,70,5,0,6,0,2,81,10,11,2,2,19,4,1,14,1,0,2,0
"4009","17404",46.144685,-86.48299,17404,"Lorraine Lake",1805.47065836009,190,4,11,61,0,2,6,3,5,68,4,8,2,2,6,2,5,12,0,0,3,0
"4010","17404",46.144685,-86.48299,17404,"Lorraine Lake",2006.69027335604,186,6,16,59,3,4,7,3,3,69,6,8,0,1,19,2,2,18,0,0,4,0
"4011","17404",46.144685,-86.48299,17404,"Lorraine Lake",2207.9831193693,146,8,15,62,10,1,14,3,2,91,8,9,2,1,17,1,2,23,1,0,3,0
"4012","17404",46.144685,-86.48299,17404,"Lorraine Lake",2410.02474456279,197,7,14,57,3,1,8,2,4,66,7,5,5,0,17,0,5,23,0,1,3,0
"4013","17404",46.144685,-86.48299,17404,"Lorraine Lake",2608.46398965009,217,3,13,92,4,0,9,4,3,94,7,7,1,2,26,0,4,14,2,1,1,2
"4014","17404",46.144685,-86.48299,17404,"Lorraine Lake",2811.91167602409,221,9,23,88,2,0,7,2,6,87,7,8,8,0,18,1,7,12,1,0,1,0
"4015","17404",46.144685,-86.48299,17404,"Lorraine Lake",25.2237067155676,128,36,19,88,7,3,10,2,0,45,12,15,1,6,20,2,2,14,0,0,7,0
"4016","17404",46.144685,-86.48299,17404,"Lorraine Lake",3011.9154143118,235,8,11,57,2,0,12,4,5,23,3,4,2,0,14,1,4,8,1,0,1,0
"4017","17404",46.144685,-86.48299,17404,"Lorraine Lake",3216.43189925512,198,7,17,54,2,0,6,4,7,44,3,1,6,1,15,1,0,14,0,0,3,0
"4018","17404",46.144685,-86.48299,17404,"Lorraine Lake",3422.42341240867,217,4,20,87,2,2,9,1,2,52,6,13,2,0,8,1,1,9,1,0,0,0
"4019","17404",46.144685,-86.48299,17404,"Lorraine Lake",3627.04063555932,262,2,10,42,5,1,3,4,3,14,5,2,0,1,3,0,1,6,0,1,1,1
"4020","17404",46.144685,-86.48299,17404,"Lorraine Lake",3825.89421277502,283,11,12,64,15,3,8,1,1,38,10,6,7,1,11,0,3,10,0,1,0,0
"4021","17404",46.144685,-86.48299,17404,"Lorraine Lake",3874.47056555146,362,10,12,86,5,2,14,2,5,26,4,5,5,0,9,1,3,10,1,0,2,0
"4022","17404",46.144685,-86.48299,17404,"Lorraine Lake",3923.04691832791,299,11,16,52,2,0,6,2,2,33,3,11,0,0,11,2,4,13,0,0,1,0
"4023","17404",46.144685,-86.48299,17404,"Lorraine Lake",3972.76341554252,319,8,21,81,4,4,9,2,3,27,4,3,3,0,12,1,1,2,1,0,2,0
"4024","17404",46.144685,-86.48299,17404,"Lorraine Lake",4022.47991275713,301,5,15,38,5,4,5,3,4,13,6,4,1,0,8,0,0,0,0,0,0,0
"4025","17404",46.144685,-86.48299,17404,"Lorraine Lake",4072.19640997173,345,7,13,63,7,3,7,1,6,26,5,6,0,0,11,0,0,5,0,0,2,1
"4026","17404",46.144685,-86.48299,17404,"Lorraine Lake",4122.56748422888,411,7,7,39,2,2,3,1,0,17,5,4,2,0,2,0,1,7,0,0,3,0
"4027","17404",46.144685,-86.48299,17404,"Lorraine Lake",4223.30963274317,341,9,11,54,0,3,4,1,3,26,2,6,2,0,11,0,2,0,0,0,0,0
"4028","17404",46.144685,-86.48299,17404,"Lorraine Lake",4425.01956524029,290,7,7,43,4,4,16,3,1,15,1,3,2,0,11,1,0,0,0,0,1,0
"4029","17404",46.144685,-86.48299,17404,"Lorraine Lake",4631.05832484122,319,4,11,66,3,0,9,3,2,12,1,3,1,0,10,1,2,1,0,0,0,0
"4030","17404",46.144685,-86.48299,17404,"Lorraine Lake",4830.19527522794,342,6,6,34,2,1,2,1,1,7,5,4,1,0,0,0,0,1,0,0,0,1
"4031","17404",46.144685,-86.48299,17404,"Lorraine Lake",53.6528040141328,131,45,13,90,8,3,9,4,2,48,12,6,0,0,20,1,2,16,1,0,4,2
"4032","17404",46.144685,-86.48299,17404,"Lorraine Lake",5026.95846814711,317,8,7,37,6,2,2,4,2,5,0,5,1,0,4,0,2,2,0,0,2,0
"4033","17404",46.144685,-86.48299,17404,"Lorraine Lake",5225.90613562875,367,13,31,62,6,1,5,6,6,6,1,5,4,2,15,1,1,3,0,0,1,0
"4034","17404",46.144685,-86.48299,17404,"Lorraine Lake",59.293732984644,185,37,19,106,9,1,7,2,6,60,8,12,3,1,7,3,6,11,0,0,5,1
"4035","17404",46.144685,-86.48299,17404,"Lorraine Lake",5425.1996520402,373,14,32,55,5,4,3,2,7,8,1,6,1,0,8,1,1,2,0,0,0,1
"4036","17404",46.144685,-86.48299,17404,"Lorraine Lake",5626.73988578359,322,12,21,42,10,1,10,3,3,5,2,3,0,0,11,2,5,2,0,1,2,1
"4037","17404",46.144685,-86.48299,17404,"Lorraine Lake",5829.16039357435,335,11,21,35,13,1,6,6,5,4,2,7,3,0,30,1,0,0,1,2,0,0
"4038","17404",46.144685,-86.48299,17404,"Lorraine Lake",67.7551264404108,209,22,13,106,13,3,8,2,6,66,12,9,2,1,13,1,2,11,0,1,11,0
"4039","17404",46.144685,-86.48299,17404,"Lorraine Lake",6032.03944690182,390,7,22,19,7,1,2,5,2,3,2,6,3,0,11,1,0,0,0,0,1,0
"4040","17404",46.144685,-86.48299,17404,"Lorraine Lake",6080.5064385395,370,8,13,36,14,1,11,5,3,7,7,5,0,0,10,1,1,0,0,0,2,1
"4041","17404",46.144685,-86.48299,17404,"Lorraine Lake",6128.97343017718,364,17,26,27,8,4,8,8,3,5,3,5,4,0,12,1,1,2,0,0,1,1
"4042","17404",46.144685,-86.48299,17404,"Lorraine Lake",6177.44042181486,376,18,43,45,5,4,8,8,4,5,2,12,3,0,23,3,1,3,0,2,2,2
"4043","17404",46.144685,-86.48299,17404,"Lorraine Lake",6226.66893672833,414,17,34,42,15,3,7,13,6,6,0,16,2,0,12,2,0,1,1,0,0,1
"4044","17404",46.144685,-86.48299,17404,"Lorraine Lake",6275.89745164179,387,20,46,42,31,3,11,7,6,10,2,7,7,0,17,4,5,0,0,1,0,0
"4045","17404",46.144685,-86.48299,17404,"Lorraine Lake",6325.12596655526,364,9,24,21,7,3,4,0,3,5,2,2,2,0,1,2,2,0,0,1,1,0
"4046","17404",46.144685,-86.48299,17404,"Lorraine Lake",73.396055410922,208,15,19,113,13,6,10,0,8,83,14,8,0,4,17,0,6,16,2,0,3,0
"4047","17404",46.144685,-86.48299,17404,"Lorraine Lake",6375.70559476929,383,14,18,32,14,2,11,6,8,11,2,4,7,0,33,1,2,0,0,1,0,2
"4048","17404",46.144685,-86.48299,17404,"Lorraine Lake",6426.28522298331,404,10,16,22,7,2,4,2,3,20,4,7,3,0,5,0,1,2,0,0,0,0
"4049","17404",46.144685,-86.48299,17404,"Lorraine Lake",6476.86485119734,366,5,19,22,3,3,8,5,8,35,1,0,2,0,12,1,2,2,0,1,0,0
"4050","17404",46.144685,-86.48299,17404,"Lorraine Lake",6526.55169730183,360,14,20,38,8,6,8,5,11,24,1,4,3,2,16,1,0,0,1,0,1,2
"4051","17404",46.144685,-86.48299,17404,"Lorraine Lake",6625.92538951082,388,11,30,19,8,3,4,5,6,14,2,2,3,0,22,0,0,1,1,1,1,1
"4052","17404",46.144685,-86.48299,17404,"Lorraine Lake",6821.14685003512,389,17,29,30,10,4,9,5,7,7,1,16,3,0,14,2,1,1,0,0,1,1
"4053","17404",46.144685,-86.48299,17404,"Lorraine Lake",81.7115528935974,193,25,16,98,10,0,3,3,3,97,12,10,0,1,18,3,5,9,0,0,4,2
"4054","17404",46.144685,-86.48299,17404,"Lorraine Lake",7023.59509521855,331,9,24,20,3,1,0,6,7,17,3,4,2,1,11,6,0,1,0,0,0,0
"4055","17404",46.144685,-86.48299,17404,"Lorraine Lake",7226.36666900277,370,12,30,26,8,4,2,7,11,14,0,6,9,0,14,1,0,1,2,1,0,1
"4056","17404",46.144685,-86.48299,17404,"Lorraine Lake",87.2357650856355,168,20,26,137,10,1,8,3,5,73,19,9,2,2,13,0,3,19,1,0,4,0
"4057","17404",46.144685,-86.48299,17404,"Lorraine Lake",7428.88314369183,455,16,21,24,20,4,10,5,7,7,3,7,3,0,17,3,1,0,1,1,0,0
"4058","17404",46.144685,-86.48299,17404,"Lorraine Lake",7628.83419631139,363,14,45,25,12,4,7,7,14,6,1,3,4,0,12,3,1,0,1,1,0,2
"4059","17404",46.144685,-86.48299,17404,"Lorraine Lake",7823.0079297259,331,15,28,23,11,3,4,8,3,1,3,3,0,1,4,0,0,0,0,0,1,0
"4060","17404",46.144685,-86.48299,17404,"Lorraine Lake",95.5220833736926,201,20,25,148,9,0,11,3,4,89,18,8,4,0,13,3,7,20,0,0,2,0
"4061","17404",46.144685,-86.48299,17404,"Lorraine Lake",8066.96474230148,335,11,13,25,20,4,6,9,8,0,3,0,5,1,10,1,1,1,1,0,3,0
"4062","17404",46.144685,-86.48299,17404,"Lorraine Lake",8508.38196873357,391,12,17,24,8,2,2,6,10,0,10,1,2,1,3,0,2,0,2,1,1,0
"4063","17404",46.144685,-86.48299,17404,"Lorraine Lake",9049.13521808261,373,10,20,36,18,2,2,4,4,0,24,2,4,0,3,4,3,0,2,1,4,1
"4064","17404",46.144685,-86.48299,17404,"Lorraine Lake",9577.60965961184,427,10,35,8,7,2,2,9,20,0,33,3,4,0,1,2,6,0,3,0,3,0
"4065","17404",46.144685,-86.48299,17404,"Lorraine Lake",10101.1333962036,389,12,22,11,4,2,0,8,9,0,20,0,2,1,10,2,6,0,0,1,0,1
"4068","17406",46.61506,-88.86036,17406,"Penegor Lake",3798.98359360823,156,8,28,47,3,0,22,9,10,14,1,10,5,0,2,1,0,1,0,7,2,0
"4069","17406",46.61506,-88.86036,17406,"Penegor Lake",4308.70010050941,173,7,36,31,1,0,15,8,11,9,1,29,4,0,0,1,0,0,0,2,0,0
"4070","17406",46.61506,-88.86036,17406,"Penegor Lake",4551.43158508977,175,10,31,47,1,0,10,5,9,9,1,35,3,0,0,0,0,0,0,3,1,0
"4072","17406",46.61506,-88.86036,17406,"Penegor Lake",4785.6269712842,203,12,17,43,3,0,10,7,9,9,1,17,0,0,0,0,0,0,0,3,0,0
"4073","17406",46.61506,-88.86036,17406,"Penegor Lake",5169.12538864347,179,7,31,34,2,0,8,1,14,16,4,17,2,0,0,1,0,0,0,2,1,0
"4074","17406",46.61506,-88.86036,17406,"Penegor Lake",5215.37409050309,171,20,14,36,3,0,6,3,6,49,1,13,4,2,3,1,0,1,0,4,5,0
"4076","17406",46.61506,-88.86036,17406,"Penegor Lake",5261.6227923627,165,6,20,29,0,0,12,1,3,71,1,7,5,0,0,0,0,0,0,2,2,0
"4077","17406",46.61506,-88.86036,17406,"Penegor Lake",5307.87149422232,166,14,18,31,1,0,23,1,11,48,0,17,1,0,0,1,0,0,1,2,1,0
"4078","17406",46.61506,-88.86036,17406,"Penegor Lake",5356.12018626164,148,14,33,38,1,1,10,4,14,45,0,11,2,0,0,0,0,1,0,2,0,0
"4079","17406",46.61506,-88.86036,17406,"Penegor Lake",5452.61757034029,178,13,18,59,2,0,8,3,8,12,1,18,4,0,0,1,0,0,0,2,2,1
"4080","17406",46.61506,-88.86036,17406,"Penegor Lake",5549.11495441894,130,9,24,126,0,1,9,2,5,5,1,13,1,0,0,0,0,0,0,0,2,0
"4081","17406",46.61506,-88.86036,17406,"Penegor Lake",5648.55060020287,157,11,25,70,2,0,16,2,7,9,0,15,3,0,0,1,1,0,0,2,2,0
"4082","17406",46.61506,-88.86036,17406,"Penegor Lake",5747.9862459868,192,8,25,68,0,2,9,2,5,4,0,3,4,0,1,1,0,0,0,1,2,0
"4083","17406",46.61506,-88.86036,17406,"Penegor Lake",5844.45592047949,186,15,19,75,2,1,11,3,8,0,0,11,0,1,2,0,0,0,0,0,3,0
"4084","17406",46.61506,-88.86036,17406,"Penegor Lake",6031.46332688239,222,10,24,35,6,0,11,4,8,0,0,9,1,2,4,0,0,0,0,2,2,0
"4085","17406",46.61506,-88.86036,17406,"Penegor Lake",120.957728745018,89,12,18,134,0,0,11,2,10,35,3,19,3,0,4,0,0,0,0,3,6,0
"4086","17406",46.61506,-88.86036,17406,"Penegor Lake",6218.58738204379,200,6,19,65,3,0,5,1,13,0,1,8,4,0,1,0,0,0,0,0,1,0
"4087","17406",46.61506,-88.86036,17406,"Penegor Lake",6486.38187007008,172,19,30,60,3,0,6,5,6,0,1,14,1,2,2,1,1,0,0,1,1,1
"4088","17406",46.61506,-88.86036,17406,"Penegor Lake",6755.14914699385,218,13,15,53,2,1,5,1,6,0,0,8,3,0,3,1,0,1,0,1,2,2
"4089","17406",46.61506,-88.86036,17406,"Penegor Lake",7020.46790982941,200,15,25,54,4,0,4,1,11,0,1,14,1,1,0,2,0,1,0,1,3,0
"4090","17406",46.61506,-88.86036,17406,"Penegor Lake",7291.27341460012,260,16,13,34,2,1,2,10,12,0,0,8,2,3,0,1,0,0,0,2,4,0
"4091","17406",46.61506,-88.86036,17406,"Penegor Lake",7826.57650866347,187,20,16,61,2,0,8,0,23,0,0,1,4,1,0,0,0,0,1,1,0,0
"4092","17406",46.61506,-88.86036,17406,"Penegor Lake",8250.24278205098,234,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0
"4093","17406",46.61506,-88.86036,17406,"Penegor Lake",8422.73946203361,194,7,17,35,0,0,32,1,9,0,10,1,1,0,2,0,0,0,1,1,2,0
"4094","17406",46.61506,-88.86036,17406,"Penegor Lake",303.414421899107,86,10,9,115,2,0,9,3,15,52,2,17,5,0,0,3,0,0,0,0,2,0
"4095","17406",46.61506,-88.86036,17406,"Penegor Lake",8965.84868702712,231,12,13,22,2,0,6,0,14,0,23,1,8,0,1,0,0,0,1,0,2,1
"4096","17406",46.61506,-88.86036,17406,"Penegor Lake",9550.15305731496,166,9,26,30,4,1,8,2,33,0,22,3,3,1,4,2,0,0,3,0,1,1
"4097","17406",46.61506,-88.86036,17406,"Penegor Lake",742.759555391918,96,5,14,116,5,0,6,2,6,57,1,24,4,1,5,0,0,0,0,2,1,0
"4098","17406",46.61506,-88.86036,17406,"Penegor Lake",1172.52167674598,140,5,9,128,9,1,5,2,2,25,5,6,2,0,0,1,0,0,0,3,6,0
"4100","17406",46.61506,-88.86036,17406,"Penegor Lake",1580.70306371448,105,5,4,152,4,0,5,3,7,39,4,8,3,0,2,0,0,0,0,0,1,0
"4101","17406",46.61506,-88.86036,17406,"Penegor Lake",1995.67309956753,95,5,15,121,7,0,4,3,4,44,4,18,4,0,0,2,0,0,0,1,5,0
"4102","17406",46.61506,-88.86036,17406,"Penegor Lake",2431.90497780545,131,7,13,114,1,0,9,5,9,24,2,20,3,0,3,0,0,0,2,3,2,0
"4103","17406",46.61506,-88.86036,17406,"Penegor Lake",2882.24232174005,92,5,11,144,0,0,8,3,5,38,1,9,4,0,0,0,0,0,0,0,2,0
"4104","17406",46.61506,-88.86036,17406,"Penegor Lake",3328.41597308239,154,4,14,90,1,0,7,7,10,17,1,16,1,0,0,2,0,1,0,3,3,0
"4105","17406",46.61506,-88.86036,17406,"Penegor Lake",3561.58935172244,176,10,23,73,2,0,8,3,2,4,2,15,5,0,3,1,0,0,0,2,1,1
"4519","19834",43.6774,-94.698115,19834,"Fox Lake",506.171998634747,26,151,77,8,33,23,8,4,8,0,1,3,8,0,2,2,0,0,1,2,2,3
"4520","19834",43.6774,-94.698115,19834,"Fox Lake",585.093262974008,40,173,53,12,16,1,3,0,29,0,0,0,0,0,3,3,0,0,0,1,0,0
"45211","19834",43.6774,-94.698115,19834,"Fox Lake",664.014527313269,30,145,64,7,32,5,7,5,11,0,5,1,8,1,1,2,0,0,3,0,2,0
"4522","19834",43.6774,-94.698115,19834,"Fox Lake",734.793345726813,40,167,59,8,26,0,3,1,19,0,5,0,0,1,4,4,0,0,0,1,0,0
"4523","19834",43.6774,-94.698115,19834,"Fox Lake",805.572164140356,43,162,56,6,53,21,3,1,5,0,6,1,0,0,2,10,0,0,5,0,8,0
"4524","19834",43.6774,-94.698115,19834,"Fox Lake",869.310463163181,32,161,58,4,72,7,2,0,3,0,6,0,1,2,6,8,0,1,0,1,0,0
"4525","19834",43.6774,-94.698115,19834,"Fox Lake",940.130795410764,44,215,52,3,25,4,7,2,8,0,0,1,0,2,1,4,0,0,1,0,0,0
"4526","19834",43.6774,-94.698115,19834,"Fox Lake",1011.57195936649,46,198,53,3,23,2,7,0,7,0,0,2,6,1,3,2,0,0,2,0,0,0
"4527","19834",43.6774,-94.698115,19834,"Fox Lake",1083.08210462313,33,172,46,9,40,13,3,4,8,0,4,1,11,1,4,3,0,1,0,0,1,2
"4528","19834",43.6774,-94.698115,19834,"Fox Lake",1149.77439816521,27,202,49,6,31,0,3,2,21,0,1,4,0,0,1,0,0,0,0,0,0,1
"4529","19834",43.6774,-94.698115,19834,"Fox Lake",1215.93137485011,48,167,50,6,34,11,3,1,13,1,1,1,4,0,0,2,0,0,0,1,1,2
"4530","19834",43.6774,-94.698115,19834,"Fox Lake",48.4108399434565,20,218,38,1,46,6,1,1,4,0,1,0,17,1,5,8,0,3,1,1,0,3
"45311","19834",43.6774,-94.698115,19834,"Fox Lake",1286.90827755431,50,172,44,3,30,3,4,2,20,0,1,1,0,0,1,1,0,0,1,0,1,1
"4532","19834",43.6774,-94.698115,19834,"Fox Lake",1358.42072759398,36,204,46,4,42,17,3,0,5,0,0,4,12,0,0,3,0,0,0,0,0,2
"4533","19834",43.6774,-94.698115,19834,"Fox Lake",1429.17857684843,39,185,53,5,22,0,1,0,24,0,0,4,0,1,1,0,0,0,0,1,0,1
"4534","19834",43.6774,-94.698115,19834,"Fox Lake",1499.85258157118,42,175,49,10,39,8,3,2,9,0,0,2,3,1,1,4,0,0,2,0,2,1
"4535","19834",43.6774,-94.698115,19834,"Fox Lake",1570.80286951987,40,211,38,5,17,1,0,1,23,0,1,3,0,0,4,2,0,0,0,0,1,0
"4536","19834",43.6774,-94.698115,19834,"Fox Lake",1641.78385560478,26,172,63,10,29,12,3,2,5,0,4,6,6,0,2,2,0,0,1,0,1,1
"4537","19834",43.6774,-94.698115,19834,"Fox Lake",1733.1010865381,42,152,69,15,31,0,2,0,18,0,0,0,0,1,3,2,0,0,0,0,0,2
"4538","19834",43.6774,-94.698115,19834,"Fox Lake",1826.67790023235,32,179,51,12,64,14,2,1,6,0,1,0,4,1,1,4,0,1,1,0,0,2
"4539","19834",43.6774,-94.698115,19834,"Fox Lake",1924.52215286163,34,146,73,9,15,1,4,1,30,0,2,0,1,0,1,2,0,0,0,0,1,3
"4540","19834",43.6774,-94.698115,19834,"Fox Lake",2013.00872412148,44,153,56,8,85,0,2,0,4,0,4,0,0,3,8,11,0,1,0,0,0,0
"45411","19834",43.6774,-94.698115,19834,"Fox Lake",2013.00872412148,46,160,60,9,62,12,1,2,6,0,1,1,0,0,4,9,0,0,3,0,0,0
"4542","19834",43.6774,-94.698115,19834,"Fox Lake",100.013853242111,24,210,46,6,35,0,2,0,17,0,0,1,1,1,0,0,0,0,0,1,0,0
"4543","19834",43.6774,-94.698115,19834,"Fox Lake",2108.87330177868,49,170,42,8,30,0,5,2,12,0,3,0,1,0,6,8,0,0,1,1,0,2
"4544","19834",43.6774,-94.698115,19834,"Fox Lake",2217.7317234287,56,157,53,4,21,3,8,6,16,0,1,2,4,0,0,1,0,0,1,0,0,0
"4545","19834",43.6774,-94.698115,19834,"Fox Lake",2325.84959424343,66,157,52,6,14,12,5,3,6,0,1,0,5,0,1,3,0,0,3,1,0,4
"4546","19834",43.6774,-94.698115,19834,"Fox Lake",2433.65008612875,48,155,54,1,25,0,2,0,26,0,0,1,0,0,4,2,0,0,4,0,0,1
"4547","19834",43.6774,-94.698115,19834,"Fox Lake",2539.12622979599,50,173,53,8,42,19,4,2,8,0,0,3,5,0,2,5,0,0,0,1,0,1
"4548","19834",43.6774,-94.698115,19834,"Fox Lake",2643.6062242269,43,181,38,2,22,1,4,0,26,0,0,1,0,0,1,1,0,0,0,0,0,0
"4549","19834",43.6774,-94.698115,19834,"Fox Lake",2746.58258085782,36,180,56,5,23,11,4,0,7,0,0,0,3,1,0,4,0,0,1,0,0,5
"4550","19834",43.6774,-94.698115,19834,"Fox Lake",2848.91452128874,34,173,38,7,34,1,1,0,37,0,1,2,0,0,4,4,0,0,0,0,1,2
"45511","19834",43.6774,-94.698115,19834,"Fox Lake",2954.72729047763,34,209,29,3,36,25,5,0,4,0,2,2,4,0,0,6,0,0,1,0,1,1
"4552","19834",43.6774,-94.698115,19834,"Fox Lake",3062.03184341995,46,183,34,8,19,2,0,0,22,0,0,3,0,0,3,2,0,0,0,0,2,0
"4553","19834",43.6774,-94.698115,19834,"Fox Lake",151.616866540766,14,241,28,2,28,4,0,0,5,0,0,1,6,1,3,5,0,0,0,0,0,0
